Nom de la gare,Code UIC complet,Année,Total Voyageurs
Vierzy,87271783,2018,160
Vif,87747576,2018,5172
Vigneux-sur-Seine,87681304,2018,6554135
Vignory,87142232,2018,2904
Villaines-sous-Bois,87272021,2018,85903
Villars-les-Dombes,87723759,2018,461345
Villefranche - Vernet-les-Bains,87784686,2018,133167
Villefranche-sur-Cher,87576884,2018,21068
Villefranche-sur-Saône,87721332,2018,2038720
Villeherviers,87576165,2018,9830
Villeneuve-Saint-Georges,87681825,2018,18167340
Villeneuve-sur-Yonne,87683219,2018,41845
Villepreux - Les Clayes,87393413,2018,2056096
Villers-Saint-Sépulcre,87313593,2018,8746
Villetaneuse Université T11,87697318,2018,1872981
Vimy,87342576,2018,16330
Vinay,87761726,2018,135474
Vions - Chanaz,87741108,2018,6363
Virieu sur Bourbre,87747204,2018,16990
Virieu-le-Grand - Belley,87741504,2018,54918
Vittel,87144279,2018,53873
Voreppe,87747337,2018,272717
Vorey,87734723,2018,29189
Vulaines-sur-Seine - Samoreau,87682443,2018,54449
Weyersheim,87213678,2018,155497
Yffiniac,87473116,2018,27911
Yutz,87191304,2018,1484
Achiet-le-Grand,87342048,2017,96451
Aguilcourt - Variscourt,87171702,2017,7368
Aiguebelette-le-Lac,87741421,2017,3117
Aillevillers,87185629,2017,5594
Ailly-sur-Noye,87313221,2017,109757
Aix-en-Provence,87751404,2017,1106279
Albertville,87741645,2017,336210
Alès,87775288,2017,461106
Allenc,87783654,2017,132
Alleyras,87731885,2017,812
Amagne - Lucquy,87172262,2017,47918
Amboise,87574343,2017,560417
Ancenis,87481192,2017,962972
Andrésy,87381491,2017,563440
Anse,87721324,2017,397242
Antibes,87757674,2017,2220716
Anvin,87317255,2017,12147
Anzeling,87191387,2017,744
Arengosse,87671479,2017,5917
Argelès-sur-Mer,87784231,2017,126203
Arpajon,87545467,2017,1714359
Arras,87342014,2017,4361839
Aspres-sur-Buëch,87763250,2017,11474
Assat,87672162,2017,168
Aubergenville Élisabethville,87386730,2017,1723706
Aubie - Saint-Antoine,87491233,2017,25566
Aubin,87613224,2017,5790
Aubrives,87172122,2017,9767
Auch,87611749,2017,239210
Aumont-Aubrac,87783266,2017,7754
Auray,87476200,2017,829917
Aurec-sur-Loire,87726760,2017,51339
Auxonne,87713347,2017,284494
Avallon,87683789,2017,41444
Avenue Henri Martin,87381046,2017,874140
Avignonet-Lauragais,87616011,2017,26703
Avord,87576439,2017,28903
Avranches,87448514,2017,24311
Azay-sur-Cher,87574442,2017,13521
Azerailles,87141408,2017,11678
Bagnols - Chadenet,87783647,2017,601
Balagny Saint-Épin,87313569,2017,11831
Bartenheim,87182113,2017,145840
Baule,87574152,2017,12138
Béard,87696468,2017,609
Beaulieu-sur-Mer,87756379,2017,541376
Belfort,87184002,2017,1146193
Bergues,87281105,2017,181696
Bertry,87345553,2017,5685
Beslé,87471219,2017,22423
Beuvrages,87343160,2017,2968
Béziers,87781005,2017,1441893
Bièvres,87393546,2017,467275
Biganos Facture,87582478,2017,864473
Bischwiller,87213611,2017,578058
Blanquefort,87581728,2017,103648
Boisseaux,87543082,2017,6416
Boissise-le-Roi,87682518,2017,132082
Bonneval,87545731,2017,37827
Bonnières-sur-Seine,87415893,2017,713057
Bons-en-Chablais,87745596,2017,120032
Boucau,87673095,2017,6094
Bouffémont - Moisselles,87276485,2017,1036366
Boulainvilliers,87543181,2017,3484634
Boulouris sur Mer,87757534,2017,15423
Bourg-Bruche,87214775,2017,8579
Bourg-en-Bresse,87743005,2017,1814080
Bourg-Madame,87784876,2017,4874
Boussay - La Bruffière,87481176,2017,18605
Boussy-Saint-Antoine,87682138,2017,3677684
Brax - Léguevin,87611822,2017,227273
Brazey-en-Plaine,87713644,2017,43808
Breteil,87471102,2017,80861
Bréval,87381624,2017,361155
Briançon,87763607,2017,169834
Brignac,87592063,2017,251
Brignais,87722728,2017,272465
Brion - Laizy,87694596,2017,4415
Brionne,87415364,2017,10354
Briouze,87448084,2017,35494
Broons,87473074,2017,24009
Bruges,87581736,2017,29204
Brumath,87212134,2017,565974
Brunémont,87345439,2017,3335
Bruyères,87144154,2017,68352
Buire-sur-l'Ancre,87316067,2017,3036
Caen,87444000,2017,3191694
Cagnes-sur-Mer,87756320,2017,1264538
Cahors,87613000,2017,355110
Calonne-Ricouart,87342543,2017,65520
Cannes La Bocca,87757617,2017,349434
Cantin,87345413,2017,45486
Carcassonne,87615286,2017,844291
Carignan,87172353,2017,24363
Cassis,87751776,2017,271895
Castelnau-d'Estrétefonds,87611665,2017,235142
Castelsarrasin,87611897,2017,82548
Ceilhes - Roqueredonde,87781542,2017,5297
Cerizay,87487280,2017,315
Cernay (Haut-Rhin),87182410,2017,391782
Cesson,87682161,2017,2215556
Cesson-Sévigné,87334490,2017,117985
Chabris,87576223,2017,19859
Chagny,87713578,2017,369020
Chaingy Fourneaux Plage,87574111,2017,11992
Chalonnes-sur-Loire,87484204,2017,202158
Chamalières-sur-Loire,87734731,2017,1245
Chambéry - Challes-les-Eaux,87741009,2017,3781533
Chambly,87276725,2017,716218
Chamborigaud,87775221,2017,5158
Champ de Mars Tour Eiffel,87393058,2017,9575471
Champagney,87185348,2017,46864
Champbenoist - Poigny,87115873,2017,211940
Champigneulles,87141085,2017,9340
Champigny sur Yonne,87683128,2017,58963
Champtocé-sur-Loire,87484352,2017,32871
Charbonnières-les-Bains,87721530,2017,253010
Chartres,87394007,2017,2645649
Chasseneuil-du-Poitou,87575225,2017,10107
Châteaubourg,87471524,2017,419143
Châteauneuf-sur-Cher,87576298,2017,11801
Château-Renault,87574665,2017,57896
Châtel - Nomexy,87144071,2017,115421
Châtelaudren - Plouagat,87473140,2017,11001
Chaugey,87712679,2017,15049
Chessy,87721761,2017,20849
Chilly-Mazarin,87393637,2017,1033197
Chirac,87783290,2017,25
Chocques,87342220,2017,5183
Choisy-le-Roi,87545285,2017,14029876
Cinq-Mars-la-Pile,87571836,2017,98350
Ciry-le-Noble,87694646,2017,2696
Civrieux-d'Azergues,87721746,2017,8588
Clelles - Mens,87747626,2017,25611
Clermont La Rotonde,87396895,2017,13209
Clermont-en-Argonne,87175737,2017,378
Coarraze - Nay,87672139,2017,31709
Collonges-lès-Premières,87713321,2017,25943
Colroy - Lubine,87144386,2017,140
Combs-la-Ville - Quincy,87682146,2017,4197319
Compiègne,87276691,2017,2313592
Conlie,87396218,2017,65237
Contrexéville,87144287,2017,30915
Corbie,87313056,2017,350076
Cordemais,87481820,2017,29016
Corps-Nuds,87471326,2017,6702
Corseul - Languenan,87478180,2017,2153
Couffoulens - Leuc,87615120,2017,255
Courcelles-le-Comte,87342063,2017,396
Courthézon,87765180,2017,29997
Couze,87584425,2017,1010
Cransac,87613232,2017,3594
Cravant - Bazarnes,87683649,2017,8550
Crêches-sur-Saône,87725713,2017,25708
Crépy - Couvron,87296152,2017,1738
Créteil Pompadour,87608802,2017,7375710
Croix du Prince,87672600,2017,3975
Croix Sainte,87753491,2017,5115
Crouy,87271874,2017,327
Dambach-la-Ville,87214213,2017,33397
Danjoutin,87700146,2017,0
Delle,87184440,2017,0
Dol-de-Bretagne,87478073,2017,404127
Domfront-en-Champagne,87396200,2017,13090
Dompierre-sur-Helpe,87295774,2017,3163
Donges,87481721,2017,8324
Donjeux,87142273,2017,6276
Donzère,87764290,2017,23808
Dorlisheim,87214338,2017,107814
Dormans,87171512,2017,110303
Douzillac,87595280,2017,515
Drap - Cantaron,87756775,2017,37112
Drusenheim,87212357,2017,112821
Dunkerque,87281006,2017,1756974
Ébersviller,87191379,2017,5546
Écommoy,87396564,2017,112643
Écouché,87444547,2017,641
Ecully - Tassin,87721506,2017,209028
Elbeuf - Saint-Aubin,87411173,2017,207415
Embrun,87763466,2017,121268
Épinay - Villetaneuse,87271122,2017,11399541
Épinay-sur-Orge,87545228,2017,2860910
Ermont - Eaubonne,87276055,2017,22292293
Ermont Halte,87276584,2017,959969
Étainhus - Saint-Romain,87413328,2017,53959
Étaples - Le Touquet,87317065,2017,377338
Faremoutiers - Pommeuse,87116277,2017,273058
Fenouillet - Saint-Alban,87611962,2017,42
Feuquières - Broquiers,87313742,2017,17337
Flers,87448001,2017,126503
Fleurville - Pont-de-Vaux,87725663,2017,16709
Flez-Cuzy - Tannay,87696633,2017,989
Foëcy,87576108,2017,25935
Fontainebleau - Avon,87682211,2017,4105860
Fontaines-d'Ozillac,87491159,2017,82
Fontan - Saorge,87756858,2017,7217
Fontenoy-sur-Moselle,87141051,2017,2502
Font-Romeu-Odeillo-Via,87784819,2017,52883
Fos-sur-Mer,87753442,2017,10945
Foucart - Alvimare,87413377,2017,7967
Fouday,87214734,2017,12098
Foug,87141036,2017,9859
Frasne,87715136,2017,172159
Fréjus,87757500,2017,197430
Frépillon,87276659,2017,349908
Frontenex,87741629,2017,30272
Frynaudour,87473876,2017,165
Gadagne,87765446,2017,9396
Gaillac,87615252,2017,241299
Gallargues-le-Montueux,87775130,2017,6156
Gambsheim,87212332,2017,180800
Gandrange - Amnéville,87191742,2017,3584
Gare routière de Digne les Bains,87751495,2017,14709
Gare routière de La-Voulte-sur-Rhône,87761544,2017,1029
Gargan,87113860,2017,3297972
Gargenville,87381566,2017,339962
Gazeran,87393348,2017,285161
Gazinet Cestas,87582403,2017,313616
Geispolsheim,87212258,2017,69625
Gièvres,87576876,2017,53522
Gironde-sur-Dropt,87582858,2017,2468
Givet,87172130,2017,89898
Givors Canal,87722439,2017,43170
Goussainville,87276246,2017,5171933
Goxwiller,87214270,2017,33214
Gragnague,87615377,2017,13242
Gramat,87613059,2017,14971
Grande-Synthe,87281311,2017,7131
Grasse,87757724,2017,101176
Gravigny Balizy,87393645,2017,530728
Grenoble Universités - Gières,87747402,2017,669715
Gresswiller,87214593,2017,155246
Guignicourt,87171736,2017,137618
Habsheim,87182089,2017,228017
Hachette,87297523,2017,5
Halsou - Larressore,87673640,2017,28
Ham,87313494,2017,129850
Ham-en-Artois,87342261,2017,3193
Harfleur,87413302,2017,4578
Haussmann Saint-Lazare,87281899,2017,48184682
Haute Picardie TGV,87313882,2017,408708
Hénin-Beaumont,87345157,2017,525421
Herrlisheim-près-Colmar,87182329,2017,56497
Hesdigneul-lès-Boulogne,87317107,2017,27056
Hirson Écoles,87324335,2017,51563
Hoelschloch,87213413,2017,18232
Hoerdt,87213686,2017,198378
Hombourg-Budange,87191353,2017,507
Houdemont,87141473,2017,5519
Houilles - Carrières-sur-Seine,87386409,2017,14909464
Hymont - Mattaincourt,87144220,2017,695
Igney,87144089,2017,8477
Ille-sur-Têt,87784561,2017,2075
Ingrandes-Le Fresne-sur-Loire,87484360,2017,62191
Issé,87481622,2017,24814
Issoire,87734202,2017,468302
Issy Val de Seine,87393306,2017,6140140
Jarnac,87491472,2017,42313
Jaunay-Clan,87575217,2017,29059
Jaux,87272013,2017,11773
Jeumont,87295014,2017,72038
Joncherey,87700153,2017,0
Jonzac,87491142,2017,103420
Jouy-en-Josas,87393512,2017,844660
Juziers,87381558,2017,268597
Kédange,87191346,2017,3961
Kilstett,87212324,2017,94006
Kogenheim,87214114,2017,26817
Kurtzenhouse,87213660,2017,97670
La Bassée - Violaines,87342436,2017,275219
La Baule Les Pins,87481697,2017,18698
La Bourboule,87641464,2017,9428
La Bouteille,87297085,2017,5251
La Brillanne - Oraison,87751271,2017,49826
La Chaussée-Saint-Victor,87574251,2017,2145
La Coquille,87592501,2017,20906
La Crau,87755611,2017,61266
La Ferté-sous-Jouarre,87116517,2017,1904385
La Gorp,87584755,2017,53238
La Grande-Paroisse,87682476,2017,65992
La Grave d'Ambarès,87491274,2017,15121
La Guierche,87396036,2017,32061
La Hisse,87478156,2017,2416
La Levade,87775247,2017,521
La Méaugon,87473124,2017,9
La Mothe-Saint-Héray,87485508,2017,2481
La Pauline Hyères,87755314,2017,103908
La Réole,87582866,2017,205696
La Rochelle Porte Dauphine,87437798,2017,92158
La Roche-sur-Yon,87486019,2017,900931
La Suze-sur-Sarthe,87396366,2017,148530
La Trinité Victor,87756767,2017,60792
Labouheyre,87582551,2017,59972
Laigné - Saint-Gervais,87396556,2017,48473
Laigneville,87276204,2017,161203
L'Aiguille,87592634,2017,4685
Lalande Église,87611947,2017,1
Lalbenque - Fontanes,87613323,2017,7844
Lancey,87417501,2017,140043
Landas,87286575,2017,57432
Landaul - Mendon,87476226,2017,18404
Langeais,87571828,2017,206711
Langres,87142091,2017,83598
Laon,87296012,2017,772982
Lapeyrouse,87641043,2017,3908
Laroche - Migennes,87683268,2017,395315
Latour-de-Carol - Enveitg,87611483,2017,49671
Lavaveix-les-Mines,87597781,2017,198
Le Blanc-Mesnil,87271478,2017,3953284
Le Bourget,87271395,2017,14285674
Le Bousquet-d'Orb,87781583,2017,666
Le Bruel,87783548,2017,448
Le Cailar,87775825,2017,467
Le Cateau-Cambrésis,87295220,2017,23327
Le Cendre - Orcet,87734160,2017,140509
Le Creusot,87694000,2017,122029
Le Genest-Saint-Isle,87478743,2017,48536
Le Grand-Lemps,87747220,2017,87471
Le Havre Graville,87413203,2017,1160
Le Méridien La Ferrière,87721522,2017,150003
Le Merlerault,87444588,2017,483
Le Monastier-Pin-Moriès,87783308,2017,324
Le Plessis-Belleville,87271551,2017,622553
Le Pouliguen,87481762,2017,73484
Le Raincy - Villemomble - Montfermeil,87113472,2017,9472141
Le Soler,87784512,2017,2317
Le Theil-de-Bretagne,87471342,2017,16854
Le Val d'Or,87382366,2017,1675790
Le Verdon-sur-Mer,87581389,2017,7200
Le Vernet d'Ariège,87611350,2017,12628
Les Abrets - Fitilieu,87741496,2017,4302
Les Bossons,87746768,2017,5833
Les Cabannes,87611574,2017,7084
Les Flachères,87721704,2017,2175
Leval,87295790,2017,2184
Lexos,87613489,2017,7007
Lezennes,87287102,2017,1447
Lezoux,87734442,2017,80947
L'Herbergement - Les Brouzils,87486126,2017,89563
L'Hospitalet-près-l'Andorre,87611517,2017,18765
Liancourt - Rantigny,87276212,2017,295252
Liancourt-Saint-Pierre,87381210,2017,31326
Libercourt,87345256,2017,784942
Lillers,87342238,2017,252496
Limoges Montjovis,87592022,2017,19482
Lingolsheim,87214502,2017,63737
L'Isle-Adam - Parmain,87276527,2017,892500
Lisle-sur-Tarn,87615310,2017,83085
Livron-sur-Drôme,87761247,2017,54515
Loivre,87171728,2017,32324
Longjumeau,87393611,2017,532378
Longueville-sur-Scie,87415141,2017,25154
Loos lez Lille,87286112,2017,29733
Loos-en-Gohelle,87345033,2017,13300
Louhans,87713735,2017,28890
Louveciennes,87382457,2017,993261
Louvres,87276253,2017,2232729
Louvroil,87295535,2017,3810
Luc,87734368,2017,392
Lucé,87394015,2017,25277
Luc-en-Diois,87761874,2017,7456
Luçon,87486258,2017,61294
Lunel-Viel,87773424,2017,6012
Lunery,87576280,2017,304
Luzarches,87276576,2017,496949
Luzy,87696534,2017,29424
Lyon Gorge de Loup,87721175,2017,669745
Lyon Jean Macé,87282624,2017,775892
Lyon Saint-Exupéry TGV,87762906,2017,1490050
Lyon Vaise,87721001,2017,629793
Magny - Blandainville,87394429,2017,2665
Maillé,87575068,2017,20861
Maisse,87681486,2017,195208
Malaunay - Le Houlme,87411256,2017,88424
Marienthal,87213603,2017,63044
Marolles-en-Hurepoix,87545186,2017,1389667
Marquise - Rinxent,87317339,2017,160432
Marquixanes,87784629,2017,578
Marsac,87597625,2017,5327
Marssac-sur-Tarn,87615419,2017,9707
Martigné-Ferchaud,87471367,2017,6338
Martigny-les-Bains,87144295,2017,11297
Massy - Verrières,87383281,2017,316810
Massy TGV,87393702,2017,3049726
Matzenheim,87214130,2017,33544
Mauzac-et-Grand-Castang,87584466,2017,947
Mehun-sur-Yèvre,87576116,2017,51129
Menars,87574244,2017,119
Mende,87783605,2017,26957
Mennecy,87681411,2017,1095707
Meroux,87184408,2017,0
Merrey,87142406,2017,75
Mertzwiller,87213207,2017,83684
Merxheim,87182725,2017,51771
Messein,87141499,2017,13950
Metz,87192039,2017,7327159
Metzeral,87182816,2017,65992
Meudon Val Fleury,87393082,2017,2996579
Miraumont,87342030,2017,19506
Mirecourt,87144212,2017,136908
Miribel,87723528,2017,284847
Moissac,87611889,2017,83915
Monaco-Monte-Carlo,87756403,2017,6588940
Montaignac-Saint-Hippolyte,87594135,2017,992
Montataire,87276618,2017,33684
Montceau-les-Mines,87694620,2017,54713
Mont-Dore,87641472,2017,6797
Montélimar,87764001,2017,923921
Montfavet,87765412,2017,23364
Montferrand - Thoraise,87718106,2017,2582
Monthermé,87172056,2017,119705
Montlaur,87618207,2017,3700
Montlouis-sur-Loire,87571273,2017,20668
Mont-Notre-Dame,87171355,2017,3223
Montpellier Saint-Roch,87773002,2017,8667721
Montrabé,87611848,2017,47958
Montreuil,87382879,2017,2192249
Montreux-Vieux,87184275,2017,80588
Montroc le Planet,87746867,2017,3327
Monts,87575035,2017,126197
Montsoult - Maffliers,87276493,2017,1604400
Moosch,87182592,2017,38416
Morbier,87715433,2017,3589
Morez,87715441,2017,27014
Morgny-la-Pommeraye,87411439,2017,26118
Morhange,87192286,2017,94951
Morières-lès-Avignon,87765420,2017,34923
Mortcerf,87116244,2017,130839
Morteau,87718619,2017,149474
Moulins sur Allier,87696328,2017,746273
Moûtiers - Salins - Brides-les-Bains,87741728,2017,377639
Moyeuvre-Grande,87191718,2017,27842
Mulhouse,87182063,2017,5174727
Mulhouse Zu Rhein,87472639,2017,0
Naintré,87575175,2017,25714
Nerpuy,87575167,2017,3317
Neufchâtel-Hardelot,87317099,2017,11945
Neuvic,87595272,2017,34788
Neuville Université,87334482,2017,2746573
Neuville-sur-Sarthe,87396028,2017,8107
Nieppe,87287151,2017,87413
Nogent-le-Rotrou,87394296,2017,432215
Noizay,87574368,2017,2147
Nomain,87286609,2017,5098
Nouzonville,87172023,2017,30330
Novéant-sur-Moselle,87192427,2017,118605
Noyelles-sur-Mer,87317396,2017,73033
Noyen-sur-Sarthe,87396374,2017,77124
Olette - Canaveilles,87784728,2017,1177
Onzain - Chaumont-sur-Loire,87574319,2017,230640
Orange,87765107,2017,462681
Orchies,87286583,2017,956390
Orgerus - Béhoust,87393447,2017,225459
Orgon,87753707,2017,9723
Ossès - Saint-Martin-d'Arrossa,87673707,2017,2775
Ossun,87671313,2017,607
Ourscamps,87276774,2017,3494
Ozoir-la-Ferrière,87116020,2017,2429288
Paimpol,87473868,2017,52887
Paris Gare du Nord,87271007,2017,248007131
Paulhaguet,87734293,2017,1244
Pavilly,87411272,2017,162784
Penthièvre,87476424,2017,1072
Péreire - Levallois,87381012,2017,4850376
Pessac,87581751,2017,787789
Petit Jouy - Les Loges,87393504,2017,187858
Pierrefitte - Stains,87271163,2017,9460414
Pignans,87755389,2017,21896
Pihen-lès-Guînes,87316679,2017,1554
Pins-Justaret,87618116,2017,180388
Plancoët,87473272,2017,16243
Plénée-Jugon,87473082,2017,11477
Plerguer,87478123,2017,2113
Pleyber-Christ,87474320,2017,1793
Poissy,87386573,2017,10895097
Pomas,87615146,2017,324
Pont de Bois,87286831,2017,28859
Pont de l'Alma,87393041,2017,4384798
Pont de Rungis Aéroport d'Orly,87546192,2017,770494
Pont Petit,87276154,2017,295774
Pontchaillou,87471391,2017,232582
Pontgouin,87394247,2017,15576
Ponthierry - Pringy,87682526,2017,513571
Pontrieux Halte,87473835,2017,4116
Port-de-Bouc,87753459,2017,54574
Port-de-Piles,87575076,2017,38060
Porté-Puymorens,87611509,2017,2938
Portet Saint-Simon,87611400,2017,310530
Portets,87582718,2017,91047
Port-Saint-Père - Saint-Mars,87481218,2017,24761
Précy-sur-Oise,87276410,2017,77825
Pringy,87746206,2017,25311
Prissé-la-Charrière,87485359,2017,6150
Prunay,87171629,2017,5449
Quesnoy-le-Montant,87317487,2017,431
Réaumont - Saint-Cassien,87747279,2017,107777
Recquignies,87295022,2017,7499
Remiremont,87144451,2017,263246
Renescure,87281451,2017,21080
Retournac,87734749,2017,28972
Riedseltz,87213462,2017,9998
Rilly-la-Montagne,87171595,2017,75260
Ris-Orangis,87681338,2017,1544557
Rivarennes,87571653,2017,18529
Rochefort,87485144,2017,441775
Roche-lez-Beaupré,87718403,2017,7336
Rodez,87613422,2017,198543
Roeschwoog,87212407,2017,54412
Roissy-en-Brie,87116038,2017,3354377
Ronchin,87286534,2017,42290
Roquesérière - Buzet,87615351,2017,3204
Rosny-sur-Seine,87415885,2017,410431
Rougemont Chanteloup,87431791,2017,1935774
Route de Launaguet,87611954,2017,268
Sablé-sur-Sarthe,87396408,2017,566751
Saint-Agne,87611301,2017,1106879
Saint-Amand-Longpré,87574640,2017,5487
Saint-Blaise-la-Roche Poutay,87214742,2017,44093
Saint-Chamas,87753202,2017,61563
Saint-Chéron,87545509,2017,629270
Saint-Denis-lès-Martel,87594572,2017,18682
Sainte-Bazeille,87586479,2017,2055
Sainte-Eulalie - Carbon-Blanc,87491282,2017,17244
Sainte-Léocadie,87784850,2017,33
Sainte-Lizaigne,87597054,2017,1785
Saint-Émilion,87584102,2017,80917
Saint-Étienne-de-Montluc,87481812,2017,86526
Saint-Étienne-du-Rouvray,87411215,2017,25475
Saint-Fargeau-Ponthierry,87682542,2017,118313
Saint-Geniès-de-Malgoirès,87775361,2017,75110
Saint-Germain-du-Puy,87576405,2017,7902
Saint-Germain-sur-Ille,87478016,2017,40523
Saint-Gervais-les-Bains Le Fayet,87746479,2017,388710
Saint-Hilaire - Saint-Nazaire,87761684,2017,73427
Saint-Jean-d'Angély,87491357,2017,41399
Saint-Jean-de-Maurienne Arvan,87742320,2017,317755
Saint-Julien-du-Sault,87683227,2017,28506
Saint-Julien-en-Genevois,87745430,2017,176615
Saint-Lô,87447003,2017,212049
Saint-Loubès,87584730,2017,64620
Saint-Marcel,87751701,2017,24478
Saint-Martin-d'Oney,87671495,2017,39972
Saint-Martin-du-Mont,87743112,2017,3849
Saint-Martin-le-Beau,87574459,2017,46067
Saint-Médard-de-Guizières,87584607,2017,41114
Saint-Médard-d'Eyrans,87582692,2017,53116
Saint-Omer,87281444,2017,913715
Saint-Omer-en-Chaussée,87313718,2017,8695
Saint-Ouen-l'Aumône Liesse,87337980,2017,1838982
Saint-Ouen-l'Aumône Quartier de l'Église,87381426,2017,520876
Saint-Piat,87394148,2017,177968
Saint-Pierre-d'Aurillac,87582833,2017,7121
Saint-Pierre-le-Moûtier,87696294,2017,7990
Saint-Pierre-Quiberon,87476440,2017,4279
Saint-Priest,87723353,2017,127097
Saint-Quentin-Fallavier,87723387,2017,199417
Saint-Rambert-d'Albon,87761106,2017,296022
Saint-Sébastien,87592493,2017,4868
Saint-Senoux - Pléchâtel,87471169,2017,17055
Saint-Vallier sur Rhône,87761130,2017,283543
Saléchan - Siradan,87618710,2017,326
Sarrebourg,87215012,2017,728487
Sarreinsming,87193631,2017,2799
Sathonay - Rillieux,87723700,2017,291170
Saubusse,87673251,2017,6188
Sauto,87784777,2017,30
Savigny-le-Temple - Nandy,87682187,2017,4281204
Savigny-sur-Orge,87545236,2017,7998447
Savy-Berlette,87342253,2017,35026
Schweighouse-sur-Moder,87213108,2017,16061
Sedan,87172254,2017,304460
Sélestat,87214056,2017,2225163
Selles-sur-Cher,87576868,2017,26682
Seltz,87212431,2017,44815
Sérifontaine,87381269,2017,6693
Serres,87763722,2017,18488
Sessenheim,87212365,2017,87386
Seurre,87713677,2017,53673
Sévérac,87476754,2017,2841
Seyssel - Corbonod,87745828,2017,66355
Sillé-le-Guillaume,87396234,2017,122755
Sommery,87411462,2017,3868
Soulac-sur-Mer,87581371,2017,36686
Soultz-sous-Forêts,87213421,2017,191259
Sous le Bois,87295543,2017,334
Stade de France Saint-Denis,87164780,2017,9890614
Steenbecque,87342295,2017,895
Strasbourg,87212027,2017,19989293
Suèvres,87574236,2017,62
Suresnes Mont Valérien,87382374,2017,2847025
Taconnaz,87746750,2017,3699
Taillebourg,87491043,2017,453
Tain-l'Hermitage - Tournon,87761163,2017,470380
Tarascon,87765354,2017,226304
Tende,87756882,2017,26052
Thenissey,87713099,2017,5167
Thésée,87328195,2017,4384
Thuès Carença,87784751,2017,1931
Tonnay-Charente,87485151,2017,13460
Torpes - Boussières,87718114,2017,1492
Toul,87141044,2017,258636
Tourcoing,87286542,2017,1048189
Tournan-en-Brie,87116210,2017,2082036
Tournemire - Roquefort,87783456,2017,499
Tourville-la-Rivière,87411181,2017,1185
Toury,87543074,2017,101462
Traou Nez,87322347,2017,203
Trois Chênes,87184242,2017,20775
Trois-Puits,87171264,2017,146
Uckange,87191130,2017,397491
Ur - Les Escaldes,87784884,2017,82
Urçay - La Perche,87576348,2017,5286
Ussel,87594093,2017,61827
Ustaritz,87673624,2017,2770
Val-de-Reuil,87415877,2017,528758
Varetz,87594606,2017,2338
Vayres,87584714,2017,23578
Veigné,87571414,2017,16682
Venerque - Vernet,87611392,2017,196492
Vénissieux,87723320,2017,173281
Vergèze - Codognan,87775114,2017,247436
Vertaizon,87734426,2017,138218
Vienne,87722587,2017,1602133
Vieux-Thann,87182550,2017,169322
Villedieu-les-Poêles,87447698,2017,86219
Villefranche-du-Périgord,87595892,2017,3084
Villeneuve Triage,87681809,2017,1439542
Villeneuve-la-Comtesse,87491258,2017,1548
Villeneuve-Loubet,87756304,2017,323854
Villeneuve-sur-Allier,87696310,2017,190
Villenouvelle,87618215,2017,15656
Villers-Cotterêts,87271734,2017,392138
Villiers - Neauphle - Pontchartrain,87393884,2017,870952
Villiers-sur-Marne - Le Plessis-Trévise,87113795,2017,8434061
Vinça,87784611,2017,1348
Virville - Manneville,87413336,2017,2391
Viry-Châtillon,87681312,2017,2167934
Vitré,87471508,2017,752567
Vitry-en-Artois,87342113,2017,95886
Volvic,87641423,2017,9864
Vonnas,87725820,2017,93489
Vougeot - Gilly-lès-Cîteaux,87713511,2017,32250
Voves,87545707,2017,33236
Vrigne-Meuse,87172221,2017,5990
Walbach,87182360,2017,6960
Walbourg,87213405,2017,39017
Walheim,87181065,2017,6420
Wambrechies,87286229,2017,1093
Wattignies - Templemars,87286526,2017,61813
Wavrin,87286419,2017,100846
Wihr-au-Val - Soultzbach,87182378,2017,41448
Willer-sur-Thur,87182584,2017,38078
Wilwisheim,87212175,2017,33171
Wittring,87193656,2017,9824
Woincourt,87317511,2017,11946
Woippy,87192088,2017,117181
Xertigny,87144121,2017,978
Zillisheim,87182196,2017,33699
Abancourt,87313759,2017,43760
Achères Grand Cormier,87386052,2017,235698
Acheux - Franleu,87316745,2017,104
Agen,87586008,2017,1194455
Alaï,87722744,2017,35720
Albert,87313072,2017,471473
Albigny - Neuville,87721266,2017,246020
Allée de la Tour Rendez-Vous,87113878,2017,673383
Altkirch,87182238,2017,310531
Amifontaine,87171744,2017,15485
Angerville,87543090,2017,170954
Annappes,87286856,2017,811
Annecy,87746008,2017,2390892
Annemasse,87745497,2017,793906
Arbanats,87582726,2017,40409
Armentières,87286146,2017,826628
Arnage,87396549,2017,17688
Ars-sur-Moselle,87192401,2017,113392
Asnières-sur-Seine,87381137,2017,15666171
Athis-Mons,87545251,2017,1687816
Aubagne,87751750,2017,971737
Aubigny-en-Artois,87342246,2017,58250
Auchy-lès-Hesdin,87317230,2017,5041
Audruicq,87281428,2017,244600
Avion,87342584,2017,83024
Ax-les-Thermes,87611533,2017,84104
Ay,87171561,2017,67310
Baisieux,87286872,2017,53118
Baraqueville Carcenac Peyralès,87615757,2017,6141
Bar-sur-Aube,87118299,2017,83462
Bauvin - Provin,87345280,2017,180078
Bazancourt,87171462,2017,186025
Bazoches,87171348,2017,8864
Beaurainville,87317198,2017,13336
Beauvoir-sur-Niort,87485342,2017,24545
Beillant,87491076,2017,200
Bellenaves,87641068,2017,6744
Bellignat,87743526,2017,7183
Belloy - Saint-Martin,87276550,2017,182248
Belvezet,87783670,2017,609
